structure,last phdos peak,sg_symbol,sg_number
"Full Formula (Cu4 P8)
Reduced Formula: CuP2
abc   :   4.820067   5.804531   7.532304
angles: 112.640721  90.000000  90.000000
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  P     0.384366  0.67388   0.080168
  1  P     0.884366  0.82612   0.419832
  2  P     0.615634  0.32612   0.919832
  3  P     0.115634  0.17388   0.580168
  4  P     0.777563  0.452699  0.698736
  5  P     0.277563  0.047301  0.801264
  6  P     0.222437  0.547301  0.301264
  7  P     0.722437  0.952699  0.198736
  8  Cu    0.037605  0.77213   0.918173
  9  Cu    0.537605  0.72787   0.581827
 10  Cu    0.962395  0.22787   0.081827
 11  Cu    0.462395  0.27213   0.418173",486.5857404191413,P2_1/c,14
"Full Formula (Sb4 Ir4 S4)
Reduced Formula: SbIrS
abc   :   6.111584   6.098477   6.111689
angles:  90.000000  90.000000  90.000000
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  S     0.118149  0.126242  0.620784
  1  S     0.881851  0.873758  0.120784
  2  S     0.381851  0.126242  0.120784
  3  S     0.618149  0.873758  0.620784
  4  Sb    0.379659  0.633963  0.382267
  5  Sb    0.620341  0.366037  0.882267
  6  Sb    0.120341  0.633963  0.882267
  7  Sb    0.879659  0.366037  0.382267
  8  Ir    0.511014  0.766987  0.999149
  9  Ir    0.488986  0.233013  0.499149
 10  Ir    0.988986  0.766987  0.499149
 11  Ir    0.011014  0.233013  0.999149",359.5857505031691,Pca2_1,29
"Full Formula (K3 Sb2 Au3)
Reduced Formula: K3Sb2Au3
abc   :   8.145496   8.145496   8.145496
angles:  45.985227  45.985227  45.985227
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  K     0.5       0.5       0.5
  1  K     0.919089  0.919089  0.919089
  2  K     0.080911  0.080911  0.080911
  3  Sb    0.242248  0.242248  0.242248
  4  Sb    0.757752  0.757752  0.757752
  5  Au    0.5       0         0.5
  6  Au    0         0.5       0.5
  7  Au    0.5       0.5       0",188.58576408087555,R-3m,166
"Full Formula (Rb3 Sb2 Au3)
Reduced Formula: Rb3Sb2Au3
abc   :   8.289664   8.289664   8.289664
angles:  47.353091  47.353092  47.353091
Sites (8)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Rb    0.5       0.5       0.5            0.6
  1  Rb    0.918219  0.918219  0.918219       0.6
  2  Rb    0.081781  0.081781  0.081781       0.6
  3  Sb    0.247735  0.247735  0.247735       0.6
  4  Sb    0.752265  0.752265  0.752265       0.6
  5  Au    0.5       0         0.5            0.6
  6  Au    0         0.5       0.5            0.6
  7  Au    0.5       0.5       0              0.6",186.5857642396791,R-3m,166
"Full Formula (Ta1 Cu3 Te4)
Reduced Formula: TaCu3Te4
abc   :   5.987645   5.987645   5.987645
angles:  90.000000  90.000000  90.000000
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Cu    0         0.5       0
  1  Cu    0.5       0         0
  2  Cu    0         0         0.5
  3  Te    0.257239  0.742761  0.742761
  4  Te    0.257239  0.257239  0.257239
  5  Te    0.742761  0.257239  0.742761
  6  Te    0.742761  0.742761  0.257239
  7  Ta    0         0         0",223.58576130181282,P-43m,215
"Full Formula (Sr2 Zn1 N2)
Reduced Formula: Sr2ZnN2
abc   :   3.884393   3.884393   7.006195
angles: 106.093836 106.093836  90.000000
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  N     0.856636  0.856636  0.713271
  1  N     0.143364  0.143364  0.286729
  2  Zn    0         0         0
  3  Sr    0.658858  0.658858  0.317716
  4  Sr    0.341142  0.341142  0.682284",666.5857261268186,I4/mmm,139
"Full Formula (Ba2 Zn1 N2)
Reduced Formula: Ba2ZnN2
abc   :   4.221058   4.221058   7.177511
angles: 107.100429 107.100429  90.000000
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  N     0.858455  0.858455  0.716911
  1  N     0.141545  0.141545  0.283089
  2  Zn    0         0         0
  3  Ba    0.655391  0.655391  0.310782
  4  Ba    0.344609  0.344609  0.689218",659.5857266826313,I4/mmm,139
"Full Formula (K2 Zr2 Cu2 S6)
Reduced Formula: KZrCuS3
abc   :   3.763945   7.400592   9.836129
angles:  90.000000  90.000000 104.732124
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  S     0.935438  0.870877  0.25
  1  S     0.064562  0.129123  0.75
  2  S     0.379933  0.759867  0.554771
  3  S     0.379933  0.759867  0.945229
  4  S     0.620067  0.240133  0.054771
  5  S     0.620067  0.240133  0.445229
  6  K     0.254667  0.509334  0.25
  7  K     0.745333  0.490666  0.75
  8  Cu    0.532568  0.065136  0.25
  9  Cu    0.467432  0.934864  0.75
 10  Zr    0         0         0
 11  Zr    0         0         0.5",331.5857527264192,Cmcm,63
"Full Formula (Ba2 Hf1 S4)
Reduced Formula: Ba2HfS4
abc   :   4.966691   4.966691   8.675902
angles: 106.632676 106.632676  90.000000
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  S     0         0.5       0
  1  S     0.5       0         0
  2  S     0.838182  0.838182  0.676363
  3  S     0.161818  0.161818  0.323637
  4  Ba    0.357812  0.357812  0.715625
  5  Ba    0.642188  0.642188  0.284375
  6  Hf    0         0         0",446.0864616460566,I4/mmm,139
"Full Formula (Rb1 La1 S2)
Reduced Formula: RbLaS2
abc   :   8.077087   8.077087   8.077087
angles:  31.068526  31.068526  31.068526
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  S     0.767527  0.767527  0.767527
  1  S     0.232473  0.232473  0.232473
  2  Rb    0         0         0
  3  La    0.5       0.5       0.5",250.5857591579644,R-3m,166
"Full Formula (Sr1 Zr1 N2)
Reduced Formula: SrZrN2
abc   :   6.259301   6.259301   6.259301
angles:  31.498665  31.498665  31.498665
Sites (4)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  N     0.766105  0.766105  0.766105         1
  1  N     0.233895  0.233895  0.233895         1
  2  Sr    0         0         0                1
  3  Zr    0.5       0.5       0.5              1",580.256144779931,R-3m,166
"Full Formula (Sr1 Hf1 N2)
Reduced Formula: SrHfN2
abc   :   6.231074   6.231074   6.231074
angles:  31.251632  31.251632  31.251632
Sites (4)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  N     0.767368  0.767368  0.767368         1
  1  N     0.232632  0.232632  0.232632         1
  2  Sr    0         0         0                1
  3  Hf    0.5       0.5       0.5              1",590.5857321613547,R-3m,166
"Full Formula (Cs1 Au3 S2)
Reduced Formula: CsAu3S2
abc   :   6.422456   6.422456   5.624878
angles:  90.000000  90.000000 120.000000
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  S     0.333333  0.666667  0.744632
  1  S     0.666667  0.333333  0.255368
  2  Cs    0         0         0.5
  3  Au    0         0.5       0
  4  Au    0.5       0         0
  5  Au    0.5       0.5       0",341.58575193240125,P-3m1,164
"Full Formula (Rb1 Au3 Se2)
Reduced Formula: RbAu3Se2
abc   :   6.289774   6.289774   5.630665
angles:  90.000000  90.000000 120.000000
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Se    0.333333  0.666667  0.698975
  1  Se    0.666667  0.333333  0.301025
  2  Rb    0         0         0.5
  3  Au    0         0.5       0
  4  Au    0.5       0         0
  5  Au    0.5       0.5       0",242.58575979317874,P-3m1,164
"Full Formula (Cs1 Au3 Se2)
Reduced Formula: CsAu3Se2
abc   :   6.467519   6.467519   5.743847
angles:  90.000000  90.000000 120.000000
Sites (6)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Se    0.333333  0.666667  0.717315         1
  1  Se    0.666667  0.333333  0.282685         1
  2  Cs    0         0         0.5              1
  3  Au    0         0.5       0                1
  4  Au    0.5       0         0                1
  5  Au    0.5       0.5       0                1",241.58575987258044,P-3m1,164
"Full Formula (Nb1 Fe1 Sb1)
Reduced Formula: NbFeSb
abc   :   4.220715   4.220715   4.220715
angles:  60.000000  60.000000  60.000000
Sites (3)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Fe    0.25  0.25  0.25
  1  Nb    0     0     0
  2  Sb    0.5   0.5   0.5",308.58575455266043,F-43m,216
"Full Formula (K2 Al1 F5)
Reduced Formula: K2AlF5
abc   :   3.751758   6.036988   6.036988
angles:  90.000000  90.000000  90.000000
Sites (8)
  #  SP      a         b         c
---  ----  ---  --------  --------
  0  F     0    0.787905  0.787905
  1  F     0    0.212095  0.787905
  2  F     0    0.787905  0.212095
  3  F     0.5  0         0
  4  F     0    0.212095  0.212095
  5  Al    0    0         0
  6  K     0.5  0.5       0
  7  K     0.5  0         0.5",624.5857294616939,P4/mmm,123
"Full Formula (Sr2 Ti2 N4)
Reduced Formula: SrTiN2
abc   :   3.901622   3.901622   7.760922
angles:  90.000000  90.000000  90.000000
Sites (8)
  #  SP       a     b         c
---  ----  ----  ----  --------
  0  N     0.75  0.75  0.823626
  1  N     0.25  0.25  0.176374
  2  N     0.75  0.25  0.5
  3  N     0.25  0.75  0.5
  4  Ti    0.25  0.25  0.413627
  5  Ti    0.75  0.75  0.586373
  6  Sr    0.75  0.75  0.161585
  7  Sr    0.25  0.25  0.838415",781.5857169956122,P4/nmm,129
"Full Formula (Li2 Be2 As2)
Reduced Formula: LiBeAs
abc   :   3.748262   3.748262   6.212895
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP       a     b         c
---  ----  ----  ----  --------
  0  Li    0.25  0.25  0.345794
  1  Li    0.75  0.75  0.654206
  2  Be    0.25  0.75  0
  3  Be    0.75  0.25  0
  4  As    0.25  0.25  0.77571
  5  As    0.75  0.75  0.22429",497.5857395457216,P4/nmm,129
"Full Formula (Ca1 Mg2 As2)
Reduced Formula: Ca(MgAs)2
abc   :   4.381335   4.381335   7.150607
angles:  90.000000  90.000000 120.000000
Sites (5)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Mg    0.666667  0.333333  0.366233       0.6
  1  Mg    0.333333  0.666667  0.633767       0.6
  2  Ca    0         0         0              0.6
  3  As    0.333333  0.666667  0.24899        0.6
  4  As    0.666667  0.333333  0.75101        0.6",306.58575471146406,P-3m1,164
"Full Formula (Ca1 Mg2 Sb2)
Reduced Formula: Ca(MgSb)2
abc   :   4.693059   4.693059   7.586284
angles:  90.000000  90.000000 120.000000
Sites (5)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Mg    0.666667  0.333333  0.368831       0.6
  1  Mg    0.333333  0.666667  0.631169       0.6
  2  Ca    0         0         0              0.6
  3  Sb    0.333333  0.666667  0.244182       0.6
  4  Sb    0.666667  0.333333  0.755818       0.6",254.58575884035724,P-3m1,164
"Full Formula (Sr1 Mg2 Sb2)
Reduced Formula: Sr(MgSb)2
abc   :   4.754408   4.754408   7.887666
angles:  90.000000  90.000000 120.000000
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Mg    0.666667  0.333333  0.372265
  1  Mg    0.333333  0.666667  0.627735
  2  Sr    0         0         0
  3  Sb    0.333333  0.666667  0.256161
  4  Sb    0.666667  0.333333  0.743839",259.58575844334825,P-3m1,164
"Full Formula (Ba1 Mg2 Sb2)
Reduced Formula: Ba(MgSb)2
abc   :   4.823951   4.823951   8.215057
angles:  90.000000  90.000000 120.000000
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Mg    0.666667  0.333333  0.375869
  1  Mg    0.333333  0.666667  0.624131
  2  Sb    0.666667  0.333333  0.731973
  3  Sb    0.333333  0.666667  0.268027
  4  Ba    0         0         0",252.58575899916082,P-3m1,164
"Full Formula (Ca1 Zn2 P2)
Reduced Formula: Ca(ZnP)2
abc   :   4.047936   4.047936   6.844612
angles:  90.000000  90.000000 120.000000
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  P     0.666667  0.333333  0.738108
  1  P     0.333333  0.666667  0.261892
  2  Ca    0         0         0
  3  Zn    0.333333  0.666667  0.633289
  4  Zn    0.666667  0.333333  0.366711",328.5857529646245,P-3m1,164
"Full Formula (Ca1 Cd2 P2)
Reduced Formula: Ca(CdP)2
abc   :   4.321241   4.321241   7.072276
angles:  90.000000  90.000000 120.000000
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  P     0.666667  0.333333  0.760945
  1  P     0.333333  0.666667  0.239055
  2  Ca    0         0         0
  3  Cd    0.333333  0.666667  0.638674
  4  Cd    0.666667  0.333333  0.361326",297.5857554260802,P-3m1,164
"Full Formula (Ca1 Zn2 As2)
Reduced Formula: Ca(ZnAs)2
abc   :   4.196779   4.196779   7.039917
angles:  90.000000  90.000000 120.000000
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ca    0         0         0
  1  Zn    0.333333  0.666667  0.631018
  2  Zn    0.666667  0.333333  0.368982
  3  As    0.333333  0.666667  0.257648
  4  As    0.666667  0.333333  0.742352",212.5857621752325,P-3m1,164
"Full Formula (Li2 Be2 Sb2)
Reduced Formula: LiBeSb
abc   :   4.172425   4.172425   6.780787
angles:  90.000000  90.000000 120.000000
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0         0         0.152598
  1  Li    0         0         0.652598
  2  Be    0.333333  0.666667  0.007226
  3  Be    0.666667  0.333333  0.507226
  4  Sb    0.333333  0.666667  0.390175
  5  Sb    0.666667  0.333333  0.890175",468.58574184837363,P6_3mc,186
"Full Formula (K2 Zn1 F4)
Reduced Formula: K2ZnF4
abc   :   4.144170   4.144170   7.242945
angles: 106.623610 106.623610  90.000000
Sites (7)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  F     0.5       0         0                1
  1  F     0         0.5       0                1
  2  F     0.845098  0.845098  0.690196         1
  3  F     0.154902  0.154902  0.309804         1
  4  K     0.354732  0.354732  0.709464         1
  5  K     0.645268  0.645268  0.290536         1
  6  Zn    0         0         0                1",493.5857398633288,I4/mmm,139
"Full Formula (Nb2 In2 O8)
Reduced Formula: NbInO4
abc   :   4.920793   5.223506   5.896934
angles:  90.000000  90.000000  90.903523
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.260269  0.401755  0.619161
  1  O     0.739731  0.098245  0.619161
  2  O     0.739731  0.598245  0.380839
  3  O     0.260269  0.901755  0.380839
  4  O     0.214386  0.437305  0.103033
  5  O     0.785614  0.062695  0.103033
  6  O     0.785614  0.562695  0.896967
  7  O     0.214386  0.937305  0.896967
  8  Nb    0         0.75      0.178183
  9  Nb    0         0.25      0.821817
 10  In    0.5       0.75      0.680883
 11  In    0.5       0.25      0.319117",783.5857168368087,P2/c,13
"Full Formula (Li2 C1 N2)
Reduced Formula: Li2CN2
abc   :   3.718738   3.718738   5.105453
angles: 111.357910 111.357910  90.000000
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0.75      0.25      0.5
  1  Li    0.25      0.75      0.5
  2  C     0         0         0
  3  N     0.141405  0.141405  0.282809
  4  N     0.858595  0.858595  0.717191",2042.5856168699515,I4/mmm,139
"Full Formula (Zr1 Fe1 Te1)
Reduced Formula: ZrFeTe
abc   :   4.329556   4.329556   4.329556
angles:  59.999996  59.999994  59.999998
Sites (3)
  #  SP       a     b     c    magmom
---  ----  ----  ----  ----  --------
  0  Zr    0.5   0.5   0.5          0
  1  Fe    0.25  0.25  0.25         0
  2  Te    0     0     0            0",276.58575709351777,F-43m,216
"Full Formula (Ti1 Fe1 Te1)
Reduced Formula: TiFeTe
abc   :   4.160199   4.160198   4.160198
angles:  60.000013  60.000017  60.000047
Sites (3)
  #  SP       a     b     c    magmom
---  ----  ----  ----  ----  --------
  0  Ti    0.5   0.5   0.5          0
  1  Fe    0.25  0.25  0.25         0
  2  Te    0     1     1            0",315.58575399684787,F-43m,216
"Full Formula (Sc1 Co1 Te1)
Reduced Formula: ScCoTe
abc   :   4.298375   4.298375   4.298375
angles:  59.999994  59.999994  59.999992
Sites (3)
  #  SP       a     b     c    magmom
---  ----  ----  ----  ----  --------
  0  Sc    0     0     0            0
  1  Co    0.25  0.25  0.25         0
  2  Te    0.5   0.5   0.5          0",273.5857573317232,F-43m,216
"Full Formula (Ti1 Sn1 Pd1)
Reduced Formula: TiSnPd
abc   :   4.394495   4.394493   4.394497
angles:  59.999936  59.999986  59.999949
Sites (3)
  #  SP        a     b     c    magmom
---  ----  -----  ----  ----  --------
  0  Ti     0.5   0.5   0.5          0
  1  Sn    -0     0     0            0
  2  Pd     0.25  0.25  0.25         0",248.585759316768,F-43m,216
"Full Formula (Li1 Ca1 As1)
Reduced Formula: LiCaAs
abc   :   4.724666   4.724666   4.724666
angles:  60.000001  59.999999  60.000001
Sites (3)
  #  SP       a     b     c    magmom
---  ----  ----  ----  ----  --------
  0  Li    0.5   0.5   0.5          0
  1  Ca    0     0     0            0
  2  As    0.25  0.25  0.25         0",305.58575479086585,F-43m,216
"Full Formula (Na1 Ca1 As1)
Reduced Formula: NaCaAs
abc   :   4.927198   4.927198   4.927199
angles:  59.999998  59.999999  60.000003
Sites (3)
  #  SP       a     b     c    magmom
---  ----  ----  ----  ----  --------
  0  Na    0.5   0.5   0.5          0
  1  Ca    0     0     0            0
  2  As    0.25  0.25  0.25         0",223.58576130181282,F-43m,216
